ID,Var,Plot,Pop,Add,Garden,OrigSize,Flow14,FlowNo14,Dayofyear14,Alive14,Size14,Flow15,FlowNo15,Dayofyear15,Alive15,Size15,Flow16,FlowNo16,Dayofyear16,Alive16,Size16
107,Northern,D,G,0,HELSINKI,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Southern,D,C,0,HELSINKI,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Northern,D,I,0,HELSINKI,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Southern,D,E,0,HELSINKI,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Southern,D,B,0,HELSINKI,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Northern,D,K,0,HELSINKI,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Northern,D,G,0,HELSINKI,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Northern,D,K,0,HELSINKI,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Southern,D,E,0,HELSINKI,0.129,1,1,136,1,0,0,0,0,0,0,0,0,0,0,0
116,Southern,D,B,0,HELSINKI,0.099,0,0,0,1,0.85,0,0,0,0,0,0,0,0,0,0
117,Southern,D,E,0,HELSINKI,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Northern,D,K,0,HELSINKI,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Northern,D,G,0,HELSINKI,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Southern,D,B,0,HELSINKI,0.096,1,4,132,1,6.295,0,0,0,0,0,0,0,0,0,0
121,Northern,E,I,0,HELSINKI,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Northern,E,K,0,HELSINKI,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Northern,E,G,0,HELSINKI,0.129,0,0,0,1,0.127,0,0,0,0,0,0,0,0,0,0
124,Southern,E,C,0,HELSINKI,0.12,0,0,0,1,2.367,1,3,140,1,0.987,0,0,0,1,0.756
125,Southern,E,B,0,HELSINKI,0.047,0,0,0,1,3.155,0,0,0,1,1.242,0,0,0,1,1.15
126,Southern,E,B,0,HELSINKI,0.11,1,17,139,1,9.965,1,15,142,1,0.233,0,0,0,1,0.525
127,Southern,E,E,0,HELSINKI,0.303,1,8,140,1,44.923,1,5,142,1,15.009,1,2,137,1,7.965
128,Northern,E,K,0,HELSINKI,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Northern,E,I,0,HELSINKI,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Southern,E,E,0,HELSINKI,0.058,0,0,0,1,1.399,0,0,0,0,0,0,0,0,0,0
131,Southern,E,B,0,HELSINKI,0.095,1,2,0,1,9.05,1,5,145,1,1.699,0,0,0,1,5.616
132,Northern,E,G,0,HELSINKI,0.138,0,0,0,1,0,1,2,145,1,0,1,1,139,1,0
133,Northern,E,G,0,HELSINKI,0.092,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0
134,Northern,E,G,0,HELSINKI,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Southern,E,E,0,HELSINKI,0.084,0,0,0,1,1.189,0,0,0,1,0.312,0,0,0,0,0
136,Northern,E,K,0,HELSINKI,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Southern,E,E,0,HELSINKI,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Northern,E,K,0,HELSINKI,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Southern,E,B,0,HELSINKI,0.129,1,2,0,1,0.369,0,0,0,0,0,0,0,0,0,0
140,Southern,E,E,0,HELSINKI,0.09,1,4,138,1,1.185,0,0,0,1,0.349,0,0,0,0,0
141,Northern,E,I,0,HELSINKI,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Southern,E,C,0,HELSINKI,0.063,0,0,0,1,1.963,0,0,0,1,1.384,0,0,0,1,0.408
143,Southern,E,E,0,HELSINKI,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Southern,E,B,0,HELSINKI,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Southern,E,B,0,HELSINKI,0.181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,Northern,E,G,0,HELSINKI,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Southern,E,E,0,HELSINKI,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Northern,E,I,0,HELSINKI,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Northern,E,I,0,HELSINKI,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Northern,E,K,0,HELSINKI,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Southern,F,E,0,HELSINKI,0.109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,Northern,F,I,0,HELSINKI,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Northern,F,I,0,HELSINKI,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Southern,F,C,0,HELSINKI,0.088,0,0,0,1,4.822,0,0,0,1,5.313,0,0,0,0,0
155,Southern,F,B,0,HELSINKI,0.187,0,0,0,1,6.061,0,0,0,1,2.881,1,2,132,1,10.198
156,Northern,F,G,0,HELSINKI,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Southern,F,C,0,HELSINKI,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Northern,F,G,0,HELSINKI,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Southern,F,B,0,HELSINKI,0.131,0,0,0,1,12.602,0,0,0,0,0,0,0,0,0,0
160,Southern,F,E,0,HELSINKI,0.203,1,7,136,1,15.53,1,7,135,1,15.603,0,0,0,1,13.044
161,Southern,F,E,0,HELSINKI,0.206,1,1,134,1,17.668,1,15,135,1,26.846,1,4,132,1,23.853
162,Southern,F,B,0,HELSINKI,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Northern,F,K,0,HELSINKI,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Southern,F,E,0,HELSINKI,0.114,1,8,0,1,22.603,1,4,140,1,21.751,0,0,0,1,10.647
171,Northern,F,K,0,HELSINKI,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Northern,F,K,0,HELSINKI,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Southern,F,E,0,HELSINKI,0.174,1,3,0,1,13.978,1,1,142,1,3.822,0,0,0,1,0.673
174,Northern,F,K,0,HELSINKI,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Southern,F,B,0,HELSINKI,0.121,0,0,0,1,6.735,1,2,145,1,4.443,0,0,0,0,0
176,Northern,F,I,0,HELSINKI,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Northern,F,K,0,HELSINKI,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Southern,F,B,0,HELSINKI,0.08,0,0,0,1,17.134,0,0,0,1,21.375,0,0,0,1,14.528
179,Northern,F,I,0,HELSINKI,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Southern,F,E,0,HELSINKI,0.184,0,0,0,1,10.599,0,0,0,1,14.788,1,4,132,1,4.648
181,Northern,G,H,0,RAUMA,0.063,0,0,0,1,0.329,0,0,0,1,0.134,0,0,0,0,0
182,Northern,G,I,0,RAUMA,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Southern,G,B,0,RAUMA,0.524,1,13,137,1,49.292,1,30,140,1,12.558,0,0,0,1,4.799
184,Northern,G,I,0,RAUMA,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Southern,G,B,0,RAUMA,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Southern,G,C,0,RAUMA,0.782,0,0,0,1,5.461,1,3,142,1,1.579,0,0,0,1,1.58
187,Northern,G,J,0,RAUMA,0.0731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Northern,G,I,0,RAUMA,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Southern,G,E,0,RAUMA,0.854,0,0,0,1,19.542,1,6,145,1,3.487,0,0,0,1,0.782
190,Northern,G,J,0,RAUMA,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Northern,G,H,0,RAUMA,0.052,0,0,0,1,1.111,0,0,0,0,0,0,0,0,0,0
192,Northern,G,H,0,RAUMA,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Southern,G,C,0,RAUMA,1.182,1,6,141,1,5.587,0,0,0,1,0.611,0,0,0,0,0
194,Southern,G,B,0,RAUMA,0.381,0,0,0,1,4.413,0,0,0,1,1.818,0,0,0,1,0.619
195,Southern,G,E,0,RAUMA,0.96,1,7,141,1,24.202,1,12,142,1,8.494,0,0,0,1,1.94
196,Southern,G,E,0,RAUMA,0.35,0,0,0,1,2.391,1,1,140,1,0.795,0,0,0,1,0.586
197,Northern,G,I,0,RAUMA,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Northern,G,H,0,RAUMA,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Southern,G,C,0,RAUMA,0.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Southern,G,E,0,RAUMA,0.751,0,0,0,1,0.705,0,0,0,1,0.372,0,0,0,0,0
201,Northern,G,H,0,RAUMA,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Southern,G,E,0,RAUMA,2.316,1,2,141,1,28.001,1,14,142,1,10.699,0,0,0,1,2.566
203,Northern,G,J,0,RAUMA,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Northern,G,J,0,RAUMA,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Southern,G,B,0,RAUMA,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Southern,G,C,0,RAUMA,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Northern,G,I,0,RAUMA,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Southern,G,C,0,RAUMA,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Northern,G,H,0,RAUMA,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Northern,G,I,0,RAUMA,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Southern,H,C,0,RAUMA,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Southern,H,E,0,RAUMA,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Northern,H,I,0,RAUMA,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Southern,H,E,0,RAUMA,1.028,0,0,0,1,0.334,0,0,0,0,0,0,0,0,0,0
215,Southern,H,B,0,RAUMA,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Northern,H,J,0,RAUMA,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Northern,H,H,0,RAUMA,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Northern,H,J,0,RAUMA,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Northern,H,J,0,RAUMA,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Northern,H,I,0,RAUMA,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Southern,H,C,0,RAUMA,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Southern,H,B,0,RAUMA,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Northern,H,H,0,RAUMA,0.153,1,2,139,1,0,0,0,0,0,0,0,0,0,0,0
224,Northern,H,I,0,RAUMA,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Northern,H,H,0,RAUMA,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Southern,H,C,0,RAUMA,4.091,0,0,0,1,4.596,0,0,0,0,0,0,0,0,0,0
227,Northern,H,I,0,RAUMA,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Southern,H,C,0,RAUMA,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Northern,H,J,0,RAUMA,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Northern,H,I,0,RAUMA,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Southern,H,E,0,RAUMA,0.873,0,0,0,1,1.333,0,0,0,0,0,0,0,0,0,0
232,Southern,H,B,0,RAUMA,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Southern,H,C,0,RAUMA,1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Northern,H,H,0,RAUMA,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Southern,H,E,0,RAUMA,0.644,0,0,0,1,0.263,0,0,0,0,0,0,0,0,0,0
236,Southern,H,E,0,RAUMA,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Northern,H,I,0,RAUMA,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Northern,H,H,0,RAUMA,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Southern,H,B,0,RAUMA,0.642,1,3,139,1,0,0,0,0,0,0,0,0,0,0,0
240,Northern,H,H,0,RAUMA,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Northern,I,H,0,RAUMA,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Southern,I,E,0,RAUMA,0.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Southern,I,B,0,RAUMA,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Southern,I,C,0,RAUMA,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Northern,I,I,0,RAUMA,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Southern,I,B,0,RAUMA,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Southern,I,E,0,RAUMA,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Northern,I,I,0,RAUMA,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Northern,I,I,0,RAUMA,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Northern,I,I,0,RAUMA,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Southern,I,E,0,RAUMA,1.984,1,3,137,1,3.69,0,0,0,1,26.937,1,3,137,1,1.922
252,Southern,I,B,0,RAUMA,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Northern,I,J,0,RAUMA,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Southern,I,E,0,RAUMA,0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Northern,I,H,0,RAUMA,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Southern,I,C,0,RAUMA,1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Northern,I,I,0,RAUMA,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Southern,I,C,0,RAUMA,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Southern,I,B,0,RAUMA,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Northern,I,J,0,RAUMA,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Northern,I,H,0,RAUMA,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Southern,I,E,0,RAUMA,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Northern,I,H,0,RAUMA,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Northern,I,H,0,RAUMA,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Northern,I,J,0,RAUMA,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Southern,I,C,0,RAUMA,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Southern,I,C,0,RAUMA,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Northern,I,I,0,RAUMA,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Northern,I,H,0,RAUMA,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Northern,I,J,0,RAUMA,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Northern,M,F,0,OULU,0.128,0,0,0,1,0.187,0,0,0,1,0.216,0,0,0,0,0
362,Northern,M,F,0,OULU,0.135,0,0,0,1,1.269,0,0,0,1,0.025,0,0,0,0,0
363,Southern,M,B,0,OULU,0.604,1,8,134,1,8.352,0,0,0,1,0.672,0,0,0,0,0
364,Southern,M,C,0,OULU,0.112,1,3,134,1,0,0,0,0,0,0,0,0,0,0,0
365,Southern,M,A,0,OULU,0.588,0,0,0,1,2.107,0,0,0,0,0,0,0,0,0,0
366,Northern,M,I,0,OULU,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Northern,M,I,0,OULU,0.038,0,0,0,1,0.21,0,0,0,0,0,0,0,0,0,0
368,Southern,M,C,0,OULU,0.105,1,1,146,1,1.828,0,0,0,1,1.278,0,0,0,0,0
369,Southern,M,B,0,OULU,0.222,1,1,146,1,0,0,0,0,0,0,0,0,0,0,0
370,Northern,M,I,0,OULU,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Northern,M,G,0,OULU,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Southern,M,C,0,OULU,0.038,1,1,146,1,6.917,1,3,153,1,14.396,1,3,147,1,5.219
373,Southern,M,A,0,OULU,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Northern,M,F,0,OULU,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Northern,M,G,0,OULU,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Southern,M,A,0,OULU,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Southern,M,A,0,OULU,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Northern,M,G,0,OULU,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Northern,M,I,0,OULU,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Southern,M,C,0,OULU,0.19,0,0,0,1,0.194,0,0,0,0,0,0,0,0,0,0
381,Northern,M,G,0,OULU,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Southern,M,A,0,OULU,0.032,0,0,0,1,0.992,0,0,0,1,0.946,0,0,0,1,0.243
383,Southern,M,C,0,OULU,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Southern,M,B,0,OULU,0.02,0,0,0,1,1.371,0,0,0,1,0.961,0,0,0,1,0.575
385,Northern,M,F,0,OULU,0.284,0,0,0,1,0.347,0,0,0,0,0,0,0,0,0,0
386,Southern,M,B,0,OULU,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Southern,M,B,0,OULU,0.065,0,0,0,1,0.384,0,0,0,1,0.238,0,0,0,0,0
388,Northern,M,F,0,OULU,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Southern,M,G,0,OULU,0.144,0,0,0,1,0.61,0,0,0,1,0.663,0,0,0,0,0
392,Southern,N,C,0,OULU,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Northern,N,F,0,OULU,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Southern,N,A,0,OULU,0.57,0,0,0,1,2.111,0,0,0,1,0.31,0,0,0,1,0.548
395,Northern,N,I,0,OULU,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Northern,N,G,0,OULU,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Southern,N,B,0,OULU,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Northern,N,G,0,OULU,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Southern,N,B,0,OULU,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Southern,N,B,0,OULU,0.281,1,1,146,1,17.164,1,15,151,1,3.701,1,2,148,1,8.899
401,Southern,N,A,0,OULU,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Northern,N,I,0,OULU,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Northern,N,F,0,OULU,0.202,0,0,0,1,2.962,1,2,153,1,0.435,0,0,0,1,0.142
404,Northern,N,G,0,OULU,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Southern,N,C,0,OULU,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Southern,N,A,0,OULU,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Northern,N,F,0,OULU,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Northern,N,F,0,OULU,0.096,0,0,0,1,0.475,0,0,0,0,0,0,0,0,0,0
409,Southern,N,C,0,OULU,0.105,1,3,144,1,1.225,0,0,0,0,0,0,0,0,0,0
410,Southern,N,C,0,OULU,2.177,1,3,144,1,15.908,1,2,154,1,0.622,0,0,0,0,0
411,Southern,N,B,0,OULU,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Northern,N,I,0,OULU,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Southern,N,B,0,OULU,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Northern,N,G,0,OULU,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Southern,N,A,0,OULU,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Southern,N,A,0,OULU,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Northern,N,G,0,OULU,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Northern,N,I,0,OULU,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Northern,N,F,0,OULU,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Southern,N,C,0,OULU,0.455,0,0,0,1,3.298,0,0,0,1,1.728,0,0,0,0,0
421,Northern,O,F,0,OULU,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Southern,O,C,0,OULU,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Northern,O,I,0,OULU,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Southern,O,B,0,OULU,0.23,0,0,0,1,1.355,0,0,0,0,0,0,0,0,0,0
425,Northern,O,F,0,OULU,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Northern,O,G,0,OULU,0.063,0,0,0,1,0,0,0,0,1,1.939,0,0,0,0,0
427,Northern,O,F,0,OULU,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Southern,O,A,0,OULU,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Northern,O,G,0,OULU,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Southern,O,B,0,OULU,0.047,0,0,0,1,0.094,0,0,0,1,0.17,0,0,0,0,0
431,Southern,O,B,0,OULU,0.065,0,0,0,1,1.094,1,2,165,1,1.091,1,1,152,1,1.455
432,Southern,O,C,0,OULU,0.258,1,2,150,1,0.278,0,0,0,1,0.703,0,0,0,1,0.127
433,Southern,O,A,0,OULU,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Southern,O,B,0,OULU,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Northern,O,F,0,OULU,0.062,0,0,0,1,0.287,0,0,0,1,0.15,0,0,0,1,0.165
436,Southern,O,C,0,OULU,0.456,0,0,0,1,0.138,0,0,0,1,0.092,0,0,0,0,0
437,Northern,O,I,0,OULU,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Southern,O,A,0,OULU,0.848,1,2,150,1,2.447,0,0,0,1,3.624,0,0,0,1,4.701
439,Northern,O,G,0,OULU,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Southern,O,C,0,OULU,0.97,1,1,0,1,1.728,0,0,0,1,1.278,0,0,0,1,0.116
441,Southern,O,B,0,OULU,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Southern,O,A,0,OULU,0.665,0,0,0,1,1.004,0,0,0,1,1.104,1,1,152,1,0.533
443,Southern,O,C,0,OULU,0.11,0,0,0,1,0.287,0,0,0,1,0.135,0,0,0,0,0
444,Northern,O,G,0,OULU,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Northern,O,I,0,OULU,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Northern,O,I,0,OULU,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Northern,O,I,0,OULU,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Northern,O,G,0,OULU,0.216,1,2,153,1,1.204,0,0,0,1,0.881,0,0,0,0,0
449,Southern,O,A,0,OULU,0.496,1,1,153,1,0.629,0,0,0,1,0.217,0,0,0,1,0.118
450,Northern,O,F,0,OULU,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Northern,P,G,0,SVANVIK,0.918,0,0,0,1,15.49,1,3,159,1,8.366,1,5,155,1,13.328
452,Northern,P,H,0,SVANVIK,0.13,0,0,0,1,7.681,1,4,166,1,2.277,1,3,158,1,4.582
453,Southern,P,C,0,SVANVIK,0.083,0,0,0,1,2.086,1,3,169,1,8.341,1,10,151,1,6.814
454,Northern,P,G,0,SVANVIK,0.91,0,0,0,1,6.921,1,2,166,1,12.204,1,12,151,1,5.374
455,Southern,P,C,0,SVANVIK,0.218,0,0,0,1,23.688,1,6,173,1,13.626,1,3,151,1,10.717
456,Northern,P,H,0,SVANVIK,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Northern,P,G,0,SVANVIK,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Southern,P,E,0,SVANVIK,0.196,0,0,0,1,2.704,1,3,169,1,2.069,1,2,154,1,1.93
459,Southern,P,B,0,SVANVIK,0.276,0,0,0,1,5.822,1,3,169,1,2.955,1,1,151,1,1.33
460,Northern,P,G,0,SVANVIK,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Southern,P,C,0,SVANVIK,0.445,1,3,169,1,34.9,1,8,166,1,15.157,1,4,151,1,1.984
462,Southern,P,E,0,SVANVIK,1.397,0,0,0,1,51.036,1,1,173,1,5.693,1,3,152,1,6.547
463,Northern,P,F,0,SVANVIK,0.253,0,0,0,1,0,0,0,0,1,1.13,0,0,0,1,0.587
464,Southern,P,B,0,SVANVIK,0.413,1,7,155,1,29.585,1,4,166,1,7.128,1,3,154,1,4.956
465,Southern,P,C,0,SVANVIK,0.261,1,2,169,1,17.658,1,4,169,1,10.459,0,0,0,1,2.786
